X,Y,FID,village,settlement,facility_type,facility_name,managing_organization,donor,altitude
36.79431,-1.314601667,698,Lindi,Kibera,Religious facility,Divinemercy Catholic Church,Missing Values,NaN,1724.3
36.79055437,-1.313416374,699,Lindi,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,DOM stage,Community group,NaN,1704.708113
36.78952108,-1.313470211,700,Kisumu ndogo,Kibera,Education Facility,Early childhood centre,Individual (eg business owner),NaN,1701
36.77814667,-1.317825,701,soweto east,Kibera,Religious facility,Ebenezer Christian Ministries Church,Missing Values,NaN,1724.8
36.7929625,-1.312935833,702,Lindi,Kibera,Education Facility,Elite Visionary High School,Community group,NaN,1730.75
36.77796,-1.315378333,703,soweto west,Kibera,Religious facility,Emmanuel's Love Ministry International,Missing Values,NaN,1760.2
36.7738078,-1.31036163,704,Kianda,Kibera,Local organization/ NGO office,Empower achild,Missing Values,NaN,1756
36.79405407,-1.316845381,705,Lindi,Kibera,Religious facility,End times church lindi,Missing Values,NaN,1700.976459
36.78451524,-1.314586638,706,Gatwekera,Kibera,Religious facility,Ephatha Of Holy Trinity Ministry,Missing Values,NaN,1710
36.794615,-1.317,707,Silanga,Kibera,Pharmacy / chemist,Eveben Pharmacy,Missing Values,NaN,1730.1
36.795705,-1.316486667,708,Silanga,Kibera,Religious facility,Evengelical Missions Across The World,Missing Values,NaN,1708.6
36.79634,-1.316995,709,Silanga,Kibera,Pharmacy / chemist,Ever Chemist,Missing Values,NaN,1736.1
36.79854167,-1.31849,710,Silanga,Kibera,Religious facility,Everngelical gospel ministry,Missing Values,NaN,1662.9
36.79188316,-1.309974668,711,Mashimoni,Kibera,Education Facility,Fafu school,Individual (eg business owner),NaN,1724.034505
36.77597333,-1.314675,712,soweto west,Kibera,Education Facility,Fairview Children Centre,Individual (eg business owner),NA,1773.2
36.78181833,-1.307015,713,Toi Market,Kibera,Religious facility,Faith Community  Fellowship,Missing Values,NaN,1763.8
36.77857667,-1.315461667,714,soweto west,Kibera,Religious facility,FAITH OF WORD SALVATION CHURCH,Missing Values,NaN,1746
36.79862333,-1.31798,715,Silanga,Kibera,Religious facility,Faith revival fellowship,Missing Values,NaN,1684.1
36.78556667,-1.306908333,716,D.C village,Kibera,Social hall / community centre / resource centre,Fataras,Community group,NYS,1741
36.77304833,-1.310368333,717,Kianda,Kibera,Education Facility,Foundation Of Hope,Individual (eg business owner),N/A,1741.6
36.79484556,-1.312950556,718,Lindi,Kibera,Religious facility,Free Methodist Church of Kenya,Missing Values,NaN,1716.2
36.79494167,-1.312875,719,Laini saba,Kibera,Religious facility,Free Methodist Church of Kenya,Missing Values,NaN,1748.8
36.78326131,-1.314412043,720,Gatwekera,Kibera,Education Facility,Fruitful Talent Centre,Individual (eg business owner),Purity jelanga,1728
36.77639833,-1.31307,721,Olympic estate,Kibera,Religious facility,Full Gospel Churches of kenya,Missing Values,NaN,1766.3
36.77636007,-1.31303607,722,Kianda,Kibera,Religious facility,Full Gospel Churches of Kenya,Missing Values,NaN,1741
36.781155,-1.314091667,723,Olympic estate,Kibera,Religious facility,Full gospel evangelistic ministry,Missing Values,NaN,1778.5
36.78116333,-1.316476667,724,Gatwekera,Kibera,Religious facility,Full Gospel Fellowship Deliverance Church,Missing Values,NaN,1783.7
36.79196314,-1.31234118,725,Lindi,Kibera,Education Facility,Future leaders,Individual (eg business owner),Dan,1706.08638
36.77270032,-1.30910905,726,Kianda,Kibera,Social hall / community centre / resource centre,GAA kibera commnity libry,NGO,GAA,1753
36.79056015,-1.314371275,727,Lindi,Kibera,Religious facility,Gangsta P.AG church,Missing Values,NaN,1686.466979
36.77869833,-1.311896667,728,Olympic estate,Kibera,Local organization/ NGO office,Garden of hope,Missing Values,NaN,1759.4
36.78678833,-1.309678333,729,Makongeni,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Gaza,Community group,Gaza,1773.5
36.78404208,-1.313914368,730,Gatwekera,Kibera,Education Facility,Gifted Hands Educational Centre,Individual (eg business owner),NaN,1719
36.7726851,-1.30912296,731,Kianda,Kibera,Social hall / community centre / resource centre,Global alliance africa,NGO,GAA,1751
36.78461833,-1.314386667,732,Gatwekera,Kibera,Social hall / community centre / resource centre,Golda Chanoff Community center,Community group,Shofco,1737.1
36.79067611,-1.310854444,733,Mashimoni,Kibera,Education Facility,Good News Academy,Community group,NaN,1737.7
36.77383257,-1.30826815,734,Ayany estate,Kibera,Education Facility,Goodlife educational centre,NGO,NaN,1752
36.7820062,-1.315950709,735,Gatwekera,Kibera,Religious facility,Gospel Power,Missing Values,NaN,1727
36.78423333,-1.30714,736,Makina,Kibera,Public space,Gotogo playing ground,Individual (eg business owner),Fatuma Mohamed,1762
36.79920333,-1.31842,737,Silanga,Kibera,Education Facility,Grace humanitors,Community group,NaN,1662.3
36.79808667,-1.317368333,738,Silanga,Kibera,Religious facility,Grace Revival Church,Missing Values,NaN,1728.8
36.79502,-1.316631667,739,Silanga,Kibera,Other,Gracious dairies,Individual (eg business owner),NaN,1752.7
36.78293667,-1.315371667,740,Gatwekera,Kibera,Social hall / community centre / resource centre,Grand Theft Auto,Individual (eg business owner),NaN,1751.3
36.79828,-1.317901667,741,Silanga,Kibera,Religious facility,Greater grace,Missing Values,NaN,1689.3
36.80090167,-1.317816667,742,Silanga,Kibera,Local organization/ NGO office,Green Card Mtaani,Missing Values,NaN,1696.6
36.78386998,-1.31083943,743,Karanja estate,Kibera,Education Facility,Green Pastures,Individual (eg business owner),NaN,1736
36.78380333,-1.310885,744,Karanja estate,Kibera,Public space,Green pastures school open grounds,Individual (eg business owner),Green pastures school,1745.4
36.78237333,-1.314193333,745,Gatwekera,Kibera,Social hall / community centre / resource centre,Gullyside Video Show,Individual (eg business owner),NaN,1732.3
36.78213,-1.315888333,746,Gatwekera,Kibera,Education Facility,Guum C. B. O. Primary School,Individual (eg business owner),NaN,1783.6
36.77470028,-1.31124448,747,Kianda,Kibera,Pharmacy / chemist,Handpoint pharmacy,Missing Values,NaN,1773
36.79815833,-1.314385,748,soweto east,Kibera,Religious facility,HARVEST CHURCH,Missing Values,NaN,1728.6
36.78196833,-1.310355,749,hawkers market,Kibera,Market,Hawkers market,County government,NaN,1699.1
36.77961167,-1.30696,750,Toi Market,Kibera,Education Facility,Helping Hands School,Community group,NaN,1745.5
36.80496167,-1.315231667,751,soweto east,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,HIGH-RISE BLOCK C STAGE,No one,N/A,1559.8
36.80519167,-1.314791667,752,soweto east,Kibera,Local administrative office,HIGH-RISE LOCATION,Missing Values,NaN,1690.5
36.78420333,-1.3129,753,Kisumu ndogo,Kibera,Religious facility,Holy Ghost Musanda church of E and C African,Missing Values,NaN,1744.5
36.77470011,-1.31188383,754,Kianda,Kibera,Education Facility,Hope and shine kibra,NGO Individual (eg business owner),NaN,1740
36.77215519,-1.31220617,755,Kianda,Kibera,Education Facility,Hope community school,Individual (eg business owner) Other,NaN,1741
36.79058333,-1.311095,756,Mashimoni,Kibera,Religious facility,Hossana Community Church Kibera Assembly,Missing Values,NaN,1710.8
36.78632,-1.311975,757,Kambi muru,Kibera,Religious facility,Hubble reddeeem worship,Missing Values,NaN,1763.7
36.787785,-1.306331667,758,D.C village,Kibera,Local administrative office,Huduma center,Missing Values,NaN,1771.7
36.78538667,-1.30847,759,Makina,Kibera,Pharmacy / chemist,IMACT CHEMIST,Missing Values,NaN,1765.4
36.79553667,-1.316756667,760,Silanga,Kibera,Pharmacy / chemist,Imag Chemist,Missing Values,NaN,1720.6
36.77604583,-1.313811019,761,Kianda,Kibera,Pharmacy / chemist,Indianapolis chemist,Missing Values,NaN,1743
36.77573587,-1.311039752,762,Ayany estate,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Informal,No one,NaN,1769
36.77207845,-1.30998041,763,Kianda,Kibera,Religious facility,Ingili takatifu,Missing Values,NaN,1744
36.77200986,-1.311982465,764,Kianda,Kibera,Religious facility,International Christian assemblies,Missing Values,NaN,1741
36.7834748,-1.31105775,765,Karanja estate,Kibera,Pharmacy / chemist,Jadunga medical clinic,Missing Values,NaN,1761
36.78418,-1.313175,766,Kisumu ndogo,Kibera,Religious facility,Jalamo,Missing Values,NaN,1720.2
36.78949,-1.310915,767,Mashimoni,Kibera,Pharmacy / chemist,Jamii,Missing Values,NaN,1727.1
36.77454566,-1.31158193,768,Kianda,Kibera,Education Facility,Jamii yetu educational centre,NGO Other Individual (eg business owner) Community group,NaN,1758
36.77454484,-1.31158947,769,Kianda,Kibera,Religious facility,Jammii outreach ministries,Missing Values,NaN,1752
36.78539833,-1.305785,770,D.C village,Kibera,Religious facility,Jeedah mosq kamby,Missing Values,NaN,1754
36.78083667,-1.312243333,771,Olympic estate,Kibera,Education Facility,Jeremic Adventist Academy,Other,Adventist Church,1745.9
36.78060833,-1.312215,772,Olympic estate,Kibera,Public space,Jeremic SDA Church,Other,Jeremic SDA Church,1751.6
36.79659,-1.313331667,773,Laini saba,Kibera,Education Facility,Jesus City Reigner Day care,Individual (eg business owner),NaN,1730.3
36.79663833,-1.313293333,774,Laini saba,Kibera,Religious facility,jesus city reing missionary church,Missing Values,NaN,1730.2
36.79874833,-1.315273333,775,soweto east,Kibera,Religious facility,JESUS WINNERS TRANSFORMATION CHURCH,Missing Values,NaN,1717.6
36.79059,-1.311065,776,Mashimoni,Kibera,Other,Jimfloh Bakery,Individual (eg business owner),John,1729.85
36.80089,-1.316811667,777,soweto east,Kibera,Education Facility,Joash Olumu primary school,National government,CDF,1713.5
36.79314417,-1.31184,778,Mashimoni,Kibera,Education Facility,John Paul 2 Mixed Secondary School,Community group,NaN,1744.3
36.77612235,-1.31099888,779,Kianda,Kibera,Pharmacy / chemist,Jomac pharmacy,Missing Values,NaN,1769
36.77190291,-1.308438848,780,Kianda,Kibera,Education Facility,Joowia academy,Individual (eg business owner),Individual,1748
36.77496041,-1.31194321,781,Kianda,Kibera,Education Facility,Joysprings educational centre,NGO Individual (eg business owner),NaN,1761
36.77396434,-1.31214747,782,Kianda,Kibera,Social hall / community centre / resource centre,Julie hope children home,Other NGO,NaN,1733
36.78036667,-1.314818333,783,Gatwekera,Kibera,Religious facility,Jumba La Ufalme La Mashahidi Wa Yehova,Missing Values,NaN,1720.7
36.78374167,-1.316483333,784,Gatwekera,Kibera,Social hall / community centre / resource centre,K.A.G.O,Community group,NaN,1700.5
36.787365,-1.311153333,785,Kambi muru,Kibera,Public space,Kambi muru,Community group,N/A,1736
36.7816356,-1.3103354,786,soweto west,Kibera,Public space,Kamkunji,Community group,N/A,1731.599976
36.78206833,-1.31369,787,Olympic estate,Kibera,Public space,Kamukunji grounds,Other,N/A,1751.4
36.77975833,-1.311876667,788,Olympic estate,Kibera,Education Facility,Karama Academy,Individual (eg business owner),NA,1752.3
36.78032966,-1.30999011,789,Karanja estate,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Karanja boda boda stage,No one,NaN,1738
36.78374833,-1.311445,790,Karanja estate,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Karanja Boda boda stage,Community group,N/a,1767.5
36.78019667,-1.309783333,791,Karanja estate,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Karanja stage,Community group,N/A,1783
36.7805299,-1.315542804,792,Gatwekera,Kibera,Education Facility,Katanas Library,Individual (eg business owner) Community group,NaN,1730
36.78272167,-1.315078333,793,Gatwekera,Kibera,Religious facility,Katwekera Local  Friends Church,Missing Values,NaN,1735.4
36.7907175,-1.311224167,794,Mashimoni,Kibera,Other,Ken and Family Car Wash,Community group,NaN,1737.8
36.77790167,-1.314593333,795,Olympic estate,Kibera,Religious facility,Kenya Assemblies of God,Missing Values,NaN,1768.7
36.79746667,-1.314781667,796,Laini saba,Kibera,Religious facility,Kenya Assemblies of God,Missing Values,NaN,1720.5
36.79963833,-1.317468333,797,Silanga,Kibera,Local organization/ NGO office,Kenya Power kibera,Missing Values,NaN,1717.1
36.79118745,-1.316346848,798,Lindi,Kibera,Religious facility,Keshi la wokovu,Missing Values,NaN,1694.775331
36.79415,-1.313911667,799,Laini saba,Kibera,Religious facility,Kev Evergelenzime,Missing Values,NaN,1720.3
36.79536,-1.318096667,800,Silanga,Kibera,Education Facility,Kibera 7 kids,Individual (eg business owner),NaN,1680.6
36.80197,-1.315313333,801,soweto east,Kibera,Education Facility,KIBERA BLESSED ACADEMY,Individual (eg business owner),N/A,1592.4
36.79606,-1.314525,802,Laini saba,Kibera,Social hall / community centre / resource centre,KIBERA COMMUNITY CENTER,Community group,KIBERA COMMUNITY,1732.3
36.79627444,-1.314547778,803,Lindi,Kibera,Education Facility,Kibera Community Centre,Individual (eg business owner),NaN,1720.5
36.78690274,-1.31130357,804,Kambi muru,Kibera,Education Facility,Kibera Girls Soccer,NGO,NaN,1723
36.78721667,-1.311385,805,Kambi muru,Kibera,Education Facility,Kibera Girls Soccer Academy,NGO,NaN,1784.4
36.790345,-1.314315833,806,Lindi,Kibera,Religious facility,Kibera Hope Gospel Church,Missing Values,NaN,1705.9
36.77552909,-1.311309985,807,Kianda,Kibera,Social hall / community centre / resource centre,Kibera kids club,Other,St George's orthodox church,1745
36.78444,-1.314035,808,Gatwekera,Kibera,Religious facility,Kibera P. A.G Church,Missing Values,NaN,1739.1
36.77964667,-1.312098333,809,Olympic estate,Kibera,Education Facility,Kibera Pride Children's home,NGO,NA,1752
36.78432833,-1.310686667,810,Karanja estate,Kibera,Education Facility,Kibera primary school,National government,Government of Kenya,1732.4
36.78379167,-1.31648,811,Gatwekera,Kibera,Public space,Kibera Public Space Project,County government,Nairobi City County,1700.7
36.80402833,-1.31536,812,soweto east,Kibera,Market,KIBERA SOWETO MARKET STALLS,National government,NaN,1699.5
36.78161833,-1.314088333,813,Olympic estate,Kibera,Social hall / community centre / resource centre,Kibera Town Centre,Community group,Community,1791.9
36.77302208,-1.31066362,814,Kianda,Kibera,Social hall / community centre / resource centre,Kibra Art institute,NGO,NaN,1763
36.78761667,-1.306301667,815,D.C village,Kibera,Local administrative office,"Kibra constituency election office
",Missing Values,NaN,1769.5
36.782795,-1.315151667,816,Gatwekera,Kibera,Social hall / community centre / resource centre,Kibra Hamlets,Community group,NaN,1744.3
36.79247333,-1.316253333,817,Lindi,Kibera,Religious facility,Kibra Lindi Nairobi,Missing Values,NaN,1730.5
36.787915,-1.306328333,818,D.C village,Kibera,Local administrative office,Kibra peace subcounty office,Missing Values,NaN,1772.8
36.77679,-1.314923333,819,soweto west,Kibera,Education Facility,Kidogo Daycare,Individual (eg business owner),NA,1745.8
36.77676333,-1.314901667,820,soweto west,Kibera,Education Facility,Kidogo Daycare,Individual (eg business owner),None,1796
36.79654,-1.317803333,821,Silanga,Kibera,Education Facility,King Pin Academy,Individual (eg business owner),NaN,1695.6
36.78873762,-1.313347374,822,Kisumu ndogo,Kibera,Religious facility,Kingdom  Hall of Jehova Witness,Missing Values,NaN,1694
36.78929833,-1.313566667,823,Kisumu ndogo,Kibera,Education Facility,Kisumu dogo nursery and primary school,Individual (eg business owner),NaN,1691
36.77150908,-1.30985627,824,Kianda,Kibera,Social hall / community centre / resource centre,Koinania community resource centre,NGO Community group,NaN,1744
36.7743945,-1.31076765,825,Ayany estate,Kibera,Social hall / community centre / resource centre,Koyaro centre,Individual (eg business owner),NaN,1764
36.79509833,-1.312971667,826,Laini saba,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Kwa Ben,No one,NaN,1722.1
36.78482667,-1.314733333,827,Gatwekera,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Kwa jahlive,Community group,NaN,1741.1
36.79039636,-1.315416863,828,Lindi,Kibera,Social hall / community centre / resource centre,Kwa mrati,NGO,KDI,1663.624088
36.79300833,-1.315608333,829,Lindi,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Kwa Musa Boda Boda Stage,Community group,NaN,1745.033333
36.78986609,-1.313271028,830,Lindi,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Kwa sura,Community group,Devi,1716.340837
36.79828167,-1.311825,831,Laini saba,Kibera,Other,Lain Timber Yard,Individual (eg business owner),NaN,1718.7
36.79360833,-1.3124,832,Mashimoni,Kibera,Religious facility,Laini Saba SDA Church,Missing Values,NaN,1687.8
36.79799167,-1.311818333,833,Laini saba,Kibera,Market,Lainsaba,Individual (eg business owner),NaN,1670.2
36.79539833,-1.312823333,834,Laini saba,Kibera,Religious facility,Lainsaba Mousque,Missing Values,NaN,1722.3
36.79893667,-1.312366667,835,Laini saba,Kibera,Market,Lainyyy,Individual (eg business owner),NaN,1670.6
36.79950667,-1.317135,836,Silanga,Kibera,Religious facility,Landmark Baptist Church,Missing Values,NaN,1714.2
36.78551713,-1.314656083,837,Gatwekera,Kibera,Religious facility,Legion Maria,Missing Values,NaN,1697
36.79288277,-1.313581861,838,Lindi,Kibera,Religious facility,Legion Maria of African church mission,Missing Values,NaN,1697.589098
36.77763167,-1.313795,839,Olympic estate,Kibera,Education Facility,Lifespring Bible Church School,Individual (eg business owner),Lifespring church,1737.9
36.79769333,-1.317428333,840,Silanga,Kibera,Religious facility,Light christian ministries,Missing Values,NaN,1698.1
