X,Y,FID,village,settlement,facility_type,facility_name,managing_organization,donor,altitude
36.77918667,-1.315963333,450,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1751.2
36.77960667,-1.315506667,451,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1719.9
36.78153833,-1.314773333,452,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1791.1
36.78099667,-1.314675,453,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1749.1
36.783245,-1.313665,454,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1766.8
36.78291,-1.314298333,455,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Nancy,1728.9
36.78261833,-1.31409,456,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Kyalo,1728.9
36.78236667,-1.313915,457,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Kyalo,1729
36.782295,-1.314511667,458,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Samuel,1757.1
36.78139333,-1.314203333,459,Gatwekera,Kibera,Water point,NaN,Community group,NaN,1743
36.782415,-1.315745,460,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Rafael,1785.1
36.78259167,-1.31631,461,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1782.7
36.780955,-1.316865,462,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1730.5
36.78043833,-1.315706667,463,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1715.7
36.78076667,-1.315098333,464,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1708.2
36.77991833,-1.315618333,465,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Tony,1750.5
36.78142,-1.315226667,466,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Maria,1747.5
36.78176833,-1.315516667,467,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Ken Odede,1753.1
36.7817743,-1.3094671,468,Ayany estate,Kibera,Water point,NaN,Individual (eg business owner),Nairobi city council,1731.599976
36.78135552,-1.314904187,469,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Rafael,1745
36.78177704,-1.316019776,470,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1728
36.78018616,-1.316453204,471,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1714
36.78023184,-1.315122996,472,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Kairon,1736
36.77898184,-1.31549377,473,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1740
36.78703,-1.306925,474,D.C village,Kibera,Water point,NaN,Individual (eg business owner),NaN,1766.3
36.78548528,-1.312777111,475,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Samuel chacha,1719
36.78171833,-1.310235,476,Karanja estate,Kibera,Water point,NaN,Community group,Pamoja group,1761
36.78176,-1.310168333,477,Toi Market,Kibera,Water point,NaN,Community group,NaN,1737
36.78293106,-1.3109372,478,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),NaN,1732
36.78270333,-1.310763333,479,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),Mama Clinton,1768
36.78514052,-1.31178755,480,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),NaN,1737
36.78319394,-1.31227974,481,Karanja estate,Kibera,Water point,NaN,Community group,NaN,1718
36.78447945,-1.313302782,482,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1710
36.78656747,-1.313543301,483,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1720
36.78818048,-1.313907537,484,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Alvin,1703
36.78883829,-1.312770741,485,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1724
36.77282852,-1.307877721,486,Ayany estate,Kibera,Water point,NaN,NGO,SHOFCO,1759
36.77226266,-1.307812803,487,Ayany estate,Kibera,Water point,NaN,Individual (eg business owner),Individual,1747
36.77321702,-1.308927136,488,Ayany estate,Kibera,Water point,NaN,Individual (eg business owner),Individual,1747
36.80105333,-1.317446667,489,Silanga,Kibera,Water point,NaN,Community group,Sellina,1715.9
36.78463753,-1.314787553,490,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1715
36.78512293,-1.314416192,491,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1713
36.78276141,-1.31534562,492,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Charles,1721
36.78324882,-1.313495105,493,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1716
36.78330246,-1.314450181,494,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Purity jelagat,1727
36.77911302,-1.315901843,495,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Donald,1726
36.77887045,-1.316498215,496,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1719
36.78019806,-1.315728002,497,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Lydia Awino,1733
36.796995,-1.317633333,498,Silanga,Kibera,Water point,NaN,Community group,Nairobi city county,1732.6
36.78294213,-1.314579807,499,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Milka awuor,1721
36.77944662,-1.31521394,500,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1731
36.788905,-1.313595,501,Kisumu ndogo,Kibera,Hand washing facility,NaN,Individual (eg business owner),Lidah,1730.9
36.782605,-1.307485,502,Makina,Kibera,Hand washing facility,NaN,NGO,UN.HABITAT,1805.4
36.77585665,-1.310177715,503,Ayany estate,Kibera,Hand washing facility,NaN,NGO,Chinese embassy and Esther Passaris,1769
36.79899667,-1.315585,504,soweto east,Kibera,Hand washing facility,NaN,Community group,KRTC,1705.3
36.77395161,-1.308459886,505,Ayany estate,Kibera,Hand washing facility,NaN,Community group,Kibera ABSN group members,1758
36.7758305,-1.309379088,506,Ayany estate,Kibera,Hand washing facility,NaN,NGO,SHOFCO,1753
36.77465687,-1.31120366,507,Kianda,Kibera,Hand washing facility,NaN,Community group,Harambee arts,1764
36.78919847,-1.312602624,508,Lindi,Kibera,Hand washing facility,NaN,Individual (eg business owner),Mama bachuka,1718.953664
36.784415,-1.314356667,509,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),Ken odede,1760.2
36.79359851,-1.315599548,510,Lindi,Kibera,Hand washing facility,NaN,NGO,Carolina for kibera,1704.709377
36.79659333,-1.317023333,511,Silanga,Kibera,Hand washing facility,NaN,Community group,Shofco,1735.4
36.78344667,-1.308056667,512,Makina,Kibera,Hand washing facility,NaN,Individual (eg business owner),Everyone swila,1890.7
36.7864891,-1.315268171,513,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),NaN,1704
36.78202397,-1.315865382,514,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),NaN,1724
36.7796581,-1.315549174,515,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner) Community group,NaN,1742
36.77433274,-1.310696723,516,Ayany estate,Kibera,Hand washing facility,NaN,Community group,S.R.T,1757
36.78459667,-1.31268,517,Kisumu ndogo,Kibera,Hand washing facility,NaN,Individual (eg business owner),Shofco,1753
36.78864392,-1.313796686,518,Kisumu ndogo,Kibera,Hand washing facility,NaN,Individual (eg business owner),NaN,1699
36.78203333,-1.307318333,519,Toi Market,Kibera,Hand washing facility,NaN,Individual (eg business owner),NaN,1767.1
36.7934544,-1.317101226,520,Lindi,Kibera,Hand washing facility,NaN,NGO,Pt.ww,1681.820421
36.78599667,-1.308295,521,D.C village,Kibera,Hand washing facility,NaN,NGO,Shofco,1751.8
36.78165833,-1.310278333,522,Makina,Kibera,Hand washing facility,NaN,NGO,Shofco,1745.8
36.79005457,-1.313350124,523,Lindi,Kibera,Hand washing facility,NaN,NGO,Shofco,1711.790333
36.78201833,-1.31034,524,Makina,Kibera,Hand washing facility,NaN,NGO,Kevin Odongo,1741.3
36.78118251,-1.316524073,525,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),Ken odede,1716
36.77946908,-1.315213689,526,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner) Community group,Imran Benard okoth,1739
36.78108662,-1.314505292,527,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),Mama dora,1738
36.78327333,-1.306868333,528,Makina,Kibera,Hand washing facility,NaN,NGO,N/A,1762.1
36.78236667,-1.3139,529,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner) Community group,Shofco,1729.1
36.79763601,-1.31417039,530,Laini saba,Kibera,Hand washing facility,NaN,Individual (eg business owner),NaN,1718
36.79728667,-1.313195,531,Laini saba,Kibera,Hand washing facility,NaN,Community group,Shofco,1729.3
36.78535207,-1.31115907,532,Karanja estate,Kibera,Hand washing facility,NaN,UN Agency NGO,Kibera community emergency responce,1744
36.782375,-1.311245,533,Karanja estate,Kibera,Hand washing facility,NaN,NGO,Shofco,1766.7
36.78653167,-1.31149,534,Kambi muru,Kibera,Hand washing facility,NaN,Community group,Yusuf idris,1779.6
36.78774867,-1.31125739,535,Kambi muru,Kibera,Hand washing facility,NaN,NGO,SHOFCO,1744
36.78926998,-1.31271234,536,Kambi muru,Kibera,Hand washing facility,NaN,Individual (eg business owner),Mama Banjuka,1735
36.77505559,-1.311139371,537,Kianda,Kibera,Hand washing facility,NaN,Individual (eg business owner),Individual,1777
36.77722667,-1.314125,538,Olympic estate,Kibera,Hand washing facility,NaN,NGO,SHOFCO,1751.8
36.777095,-1.313958333,539,soweto west,Kibera,Hand washing facility,NaN,NGO,SHOFCO,1779.8
36.78902078,-1.312437126,540,Lindi,Kibera,Hand washing facility,NaN,Individual (eg business owner),California,1713.214577
36.79905167,-1.317815,541,Silanga,Kibera,Hand washing facility,NaN,Community group,Shofco,1724.9
36.78250937,-1.314914958,542,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner) Community group,Plan International,1724
36.79809833,-1.311853333,543,Laini saba,Kibera,Hand washing facility,NaN,Individual (eg business owner),N/A,1731.3
36.79399333,-1.315076667,544,Lindi,Kibera,Hand washing facility,NaN,NGO,Amani kibera,1716.5
36.792486,-1.315100878,545,Lindi,Kibera,Hand washing facility,NaN,Individual (eg business owner),Mama chipop,1705.181344
36.792945,-1.311696667,546,Mashimoni,Kibera,Hand washing facility,NaN,NGO,Shofco wash,1768.5
36.79199167,-1.314703333,547,Lindi,Kibera,Hand washing facility,NaN,NGO,Shofco,1721.1
36.79123917,-1.310001667,548,Mashimoni,Kibera,Hand washing facility,NaN,Community group,PEFA Church,1734.2
36.78474667,-1.314761667,549,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),Ken odede,1750.1
36.78297333,-1.314495,550,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),Shofco,1732.2
36.786215,-1.307193333,551,D.C village,Kibera,Hand washing facility,NaN,Community group,UnHabitat,1726.4
36.79785,-1.31223,552,Laini saba,Kibera,Hand washing facility,NaN,NGO,un habitat,1713.5
36.79252333,-1.315115,553,Lindi,Kibera,Hand washing facility,NaN,Individual (eg business owner),Pauline,1720.6
36.77934167,-1.315285,554,Gatwekera,Kibera,Hand washing facility,NaN,Individual (eg business owner),NaN,1728.7
36.78841886,-1.313894293,555,Kisumu ndogo,Kibera,Hand washing facility,NaN,Individual (eg business owner),NaN,1701
36.795305,-1.316621667,556,Silanga,Kibera,Hand washing facility,NaN,Community group,Amani kibera,1716.8
36.80009167,-1.31531,557,soweto east,Kibera,Hand washing facility,NaN,Community group,UNITED NATIONS,1711.9
36.786905,-1.314993333,558,Gatwekera,Kibera,Hand washing facility,NaN,NGO,Ken odede,1707
36.78402,-1.306286667,559,D.C village,Kibera,Hand washing facility,NaN,Community group,UnHabitat,1750.7
36.78220833,-1.309015,560,Makina,Kibera,Hand washing facility,NaN,NGO,N/A,1759.3
36.78033351,-1.30980992,561,Karanja estate,Kibera,Hand washing facility,NaN,NGO,Shofco,1732
36.77934667,-1.308951667,562,Toi Market,Kibera,Hand washing facility,NaN,NGO,N/A,1819.2
36.779605,-1.306878333,563,Toi Market,Kibera,Hand washing facility,NaN,NGO,N/A,1781.3
36.77840833,-1.30826,564,Toi Market,Kibera,Hand washing facility,NaN,NGO,N/A,1896.5
36.78324167,-1.3078,565,Makina,Kibera,Hand washing facility,NaN,NGO,Ken,1750.1
36.78176833,-1.308401667,566,Makina,Kibera,Hand washing facility,NaN,NGO,N/A,1785
36.78142833,-1.309071667,567,Makina,Kibera,Hand washing facility,NaN,NGO,N/A,1774
36.78772333,-1.311071667,568,Kambi muru,Kibera,Hand washing facility,NaN,NGO,N/A,1756.9
36.78897333,-1.311103333,569,Kambi muru,Kibera,Hand washing facility,NaN,NGO,N/A,1731.3
36.78635667,-1.309696667,570,Kambi muru,Kibera,Hand washing facility,NaN,NGO,N/A,1751.5
36.77819833,-1.309015,571,Toi Market,Kibera,Hand washing facility,NaN,NGO,Chandaria Foundation,1805.7
36.77859167,-1.309881667,572,Toi Market,Kibera,Hand washing facility,NaN,NGO,N/A,1815.1
36.78019333,-1.307063333,573,Toi Market,Kibera,Hand washing facility,NaN,NGO,N/A,1832.6
36.78144833,-1.310636667,574,Karanja estate,Kibera,Hand washing facility,NaN,NGO,Shofco,1772.9
36.79880667,-1.315266667,575,soweto east,Kibera,Hand washing facility,NaN,NGO,SHOFCO,1717.7
36.79753667,-1.31399,576,soweto east,Kibera,Hand washing facility,NaN,NGO,SHOFCO,1728.8
36.79418333,-1.312033333,577,Laini saba,Kibera,Hand washing facility,NaN,NGO,Plan international,1728.9
36.796285,-1.314548333,578,Laini saba,Kibera,Hand washing facility,NaN,Individual (eg business owner),INDIVIDUAL,1711.4
36.77455771,-1.311471085,579,Kianda,Kibera,Social hall / community centre / resource centre,MART2 CENTA,Community group,N/A,1746
36.79317667,-1.316263333,580,Lindi,Kibera,Religious facility,Nairibi dam Pentecostal  Assemblies  of God,Missing Values,NaN,1722.1
36.77400075,-1.31078023,581,Kianda,Kibera,Social hall / community centre / resource centre,"
Nikofeli youth program",NGO,NaN,1788
36.79796667,-1.31734,582,Silanga,Kibera,Pharmacy / chemist,34A Chemist,Missing Values,NaN,1706.5
36.7752408,-1.31209334,583,Kianda,Kibera,Religious facility,3rivers of grace fellowship,Missing Values,NaN,1745
36.77292489,-1.30789898,584,Ayany estate,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,42bus stop,No one,County government,1766
36.782935,-1.313596667,585,Gatwekera,Kibera,Religious facility,A. C. F. Gatwekera Fellowship,Missing Values,NaN,1755.4
36.78835667,-1.30613,586,D.C village,Kibera,Religious facility,A. P church,Missing Values,NaN,1788.1
36.78359667,-1.307061667,587,Makina,Kibera,Religious facility,A.C.K Holy trinity church,Missing Values,NaN,1725.4
36.79416333,-1.312936667,588,Laini saba,Kibera,Religious facility,A.D.C,Missing Values,NaN,1707.1
36.79412034,-1.313032191,589,Lindi,Kibera,Religious facility,A.D.C church,Missing Values,NaN,1697.341186
36.79914667,-1.316745,590,Silanga,Kibera,Religious facility,A.I.C Beth Saida kibera D.c.c,Missing Values,NaN,1713.4
36.79943833,-1.317915,591,Silanga,Kibera,Religious facility,A.I.C Silanga Kibra,Missing Values,NaN,1725.2
36.793955,-1.3185925,592,Lindi,Kibera,Religious facility,Abundant Grace Church,Missing Values,NaN,1690.45
36.79197,-1.312646667,593,Lindi,Kibera,Religious facility,Abundant Grace of Jesus Ministry,Missing Values,NaN,1737.2
36.79859833,-1.318456667,594,Silanga,Kibera,Education Facility,Ack Emmanuel Education centre,Other,NaN,1662.5
36.798805,-1.318345,595,Silanga,Kibera,Religious facility,Ack emmanuel parish,Missing Values,NaN,1662.3
36.77573819,-1.31309912,596,Kianda,Kibera,Religious facility,ACK St andrews,Missing Values,NaN,1750
36.77419687,-1.312047886,597,Kianda,Kibera,Social hall / community centre / resource centre,Action foundation hub,NGO,Action foundation,1744
36.77993,-1.313875,598,Olympic estate,Kibera,Local organization/ NGO office,Action Network for the Disabled,Missing Values,NaN,1769.6
36.79557667,-1.315733333,599,Silanga,Kibera,Religious facility,ADC Nairobi sub mission,Missing Values,NaN,1710.2
36.79094167,-1.31643,600,Lindi,Kibera,Religious facility,Africa Church of Holy Spirit,Missing Values,NaN,1705.7
36.778265,-1.311863333,601,Olympic estate,Kibera,Local organization/ NGO office,Africa health community program,Missing Values,NaN,1772.7
36.79784167,-1.314558333,602,Laini saba,Kibera,Social hall / community centre / resource centre,Africa Leadership and Reconciliation Ministries(ALARM),Community group,NaN,1723.5
36.77835667,-1.311358333,603,Olympic estate,Kibera,Religious facility,African inland church(AIC),Missing Values,NaN,1773.3
36.789,-1.313521667,604,Kisumu ndogo,Kibera,Religious facility,African interior church,Missing Values,NaN,1704.1
36.77833667,-1.311396667,605,Olympic estate,Kibera,Education Facility,AIC kibera academy,Other,None,1773.4
36.79571541,-1.31417202,606,Laini saba,Kibera,Religious facility,AIC Soweto,Missing Values,NaN,1629
36.79209554,-1.311412726,607,Mashimoni,Kibera,Education Facility,Akili complex school,Individual (eg business owner),Abinayo,1708.270089
36.77530688,-1.312244944,608,Kianda,Kibera,Pharmacy / chemist,Alamin chemist,Missing Values,NaN,1791
36.78046293,-1.31007128,609,Karanja estate,Kibera,Religious facility,Al-aqsar mosque,Missing Values,NaN,1734
36.78462,-1.308586667,610,Makina,Kibera,Religious facility,Almaida mosque,Missing Values,NaN,1739.5
36.78873667,-1.307405,611,D.C village,Kibera,Pharmacy / chemist,Alpha and omega,Missing Values,NaN,1771.7
36.78695833,-1.30698,612,D.C village,Kibera,Pharmacy / chemist,Amanda,Missing Values,NaN,1733.3
36.79369167,-1.31655,613,Lindi,Kibera,Local organization/ NGO office,Amani Kibera,Missing Values,NaN,1726.7
36.79660373,-1.31329467,614,Laini saba,Kibera,Religious facility,Amazing Grace World Evangelism Church,Missing Values,NaN,1687
36.79554,-1.315451667,615,Silanga,Kibera,Religious facility,Ambassador For Christ Church,Missing Values,NaN,1691.7
36.79647,-1.318538333,616,Silanga,Kibera,Public space,Andolo,No one,NaN,1674.1
36.79379263,-1.318397886,617,Lindi,Kibera,Public space,Andolo,Community group,NaN,1675.366001
36.79425167,-1.314633333,618,Lindi,Kibera,Religious facility,Andusu P.A.G church,Missing Values,NaN,1724.4
36.77842167,-1.317853333,619,Raila,Kibera,Social hall / community centre / resource centre,Angaza Mbele Self Help Group,Community group,None,1725.3
36.793465,-1.314458333,620,Lindi,Kibera,Education Facility,Anwa Junior Academy,Community group,NaN,1717.5
36.77684,-1.311793333,621,Olympic estate,Kibera,Religious facility,Apel For All Nations,Missing Values,NaN,1766.5
36.78953985,-1.312236432,622,Mashimoni,Kibera,Religious facility,Apostolic church mashimoni,Missing Values,NaN,1711.061383
36.79556167,-1.318571667,623,Silanga,Kibera,Religious facility,Apostolic Revival healing church,Missing Values,NaN,1673.6
36.77697167,-1.317545,624,Raila,Kibera,Local administrative office,Assistance Chief's Office Bypass,Missing Values,NaN,1749.6
36.77638333,-1.317145,625,Raila,Kibera,Pharmacy / chemist,"At Bridge ,",Missing Values,NaN,2104
36.77306081,-1.31056999,626,Kianda,Kibera,Local organization/ NGO office,Atr of hope foundation,Missing Values,NaN,1757
36.77626804,-1.30816673,627,Ayany estate,Kibera,Education Facility,Ayani primary school,County government,County Government,1735
36.77581902,-1.3109607,628,Ayany estate,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Ayani stage,No one,NaN,1762
36.77587442,-1.31018842,629,Ayany estate,Kibera,Police station,Ayani sub-police post,Missing Values,NaN,1766
36.77551833,-1.31486,630,soweto west,Kibera,Religious facility,Azusa World Ministries,Missing Values,NaN,1772.8
36.78099833,-1.316668333,631,Gatwekera,Kibera,Religious facility,Baptist Rescue Center,Missing Values,NaN,1743.2
36.78620833,-1.307121667,632,D.C village,Kibera,Social hall / community centre / resource centre,Bar,Individual (eg business owner),Daniel Mutukwa,1799.6
36.78170395,-1.310353358,633,Kisumu ndogo,Kibera,Education Facility,Baraka za ibrahim,National government,National  government,1741
36.78469554,-1.314768358,634,Gatwekera,Kibera,Education Facility,Baraka Za Ibrahim Children Centre,Individual (eg business owner),NaN,1720
36.78165333,-1.310235,635,Makina,Kibera,Education Facility,Benjamin nzimbi,Individual (eg business owner),Richard ogol,1748.6
36.78361667,-1.307406667,636,Makina,Kibera,Education Facility,Benjamin Nzimbi,Individual (eg business owner),Michael sinzi,1725.5
36.78386279,-1.314360327,637,Gatwekera,Kibera,Education Facility,Bethel Outreach Children Centre,Other,Bethel Church,1725
36.780985,-1.316788333,638,Gatwekera,Kibera,Education Facility,Better For Kids Academy,Individual (eg business owner),NaN,1739.6
36.77662167,-1.314866667,639,soweto west,Kibera,Education Facility,Bidii Nursery School,Individual (eg business owner),NA,1745.9
36.78911167,-1.311166667,640,Mashimoni,Kibera,Other,Big Screen Car Wash,Community group,NaN,1762.78
36.779465,-1.312276667,641,Olympic estate,Kibera,Local organization/ NGO office,Binti pamoja centre,Missing Values,NaN,1768.4
36.79556333,-1.315696667,642,Silanga,Kibera,Education Facility,Blessed Academy,Individual (eg business owner),NaN,1709.4
36.77337293,-1.309745838,643,Ayany estate,Kibera,Pharmacy / chemist,Blessed chemist,Missing Values,NaN,1750
36.79927167,-1.317911667,644,Silanga,Kibera,Education Facility,Blessed Children Centre,Individual (eg business owner),NaN,1724.9
36.79388333,-1.311666667,645,Laini saba,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Boda boda stage,Community group,N/A,1728.8
36.787585,-1.305796667,646,D.C village,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Bodaboda,No one,NaN,1779.5
36.78768167,-1.31138,647,Kambi muru,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Bodaboda,No one,NaN,1753.6
36.77665667,-1.312075,648,Olympic estate,Kibera,Education Facility,Bonstar children center,Individual (eg business owner),None,1770.5
36.79692333,-1.317316667,649,Silanga,Kibera,Other,Booster,NGO,Safaricom,1730.6
36.77661521,-1.312124496,650,Kianda,Kibera,Education Facility,Bornstar children's centre,Individual (eg business owner),Individual,1724
36.78037833,-1.314593333,651,Olympic estate,Kibera,Education Facility,Brainstorm Junior Children Centre,Individual (eg business owner),NA,1777.4
36.79655394,-1.31518563,652,Laini saba,Kibera,Pharmacy / chemist,BRIDGE MEDICAL CLINIC/DISPENCING CHEMIST,Missing Values,NaN,1672
36.77890667,-1.314555,653,Olympic estate,Kibera,Education Facility,Brown Daisy Children Centre,Individual (eg business owner),NA,1765.1
36.78916,-1.313571667,654,Kisumu ndogo,Kibera,Education Facility,By the grace day care academy,Individual (eg business owner),Esther,1680.3
36.77647667,-1.31735,655,Raila,Kibera,Local administrative office,Bypass Police Station,Missing Values,NaN,1725.9
36.78439833,-1.314616667,656,Gatwekera,Kibera,Education Facility,Cana Junior Children Center,Individual (eg business owner),NaN,1750.3
36.80096667,-1.314388333,657,soweto east,Kibera,Social hall / community centre / resource centre,CANAAN ESTATE COMMUNITY HALL,Other,MINISTRY OF HOUSING-KENYA,1693.3
36.79697,-1.315383333,658,Laini saba,Kibera,Pharmacy / chemist,CARO Chemist,Missing Values,NaN,1616.8
36.78451833,-1.314696667,659,Gatwekera,Kibera,Social hall / community centre / resource centre,Carribean,Individual (eg business owner),Apieta,1736.3
36.78601,-1.308318333,660,D.C village,Kibera,Social hall / community centre / resource centre,Cassava youth group social hall,Community group,Cassava youths,1747
36.794215,-1.313863333,661,Lindi,Kibera,Religious facility,Cave Evangelism Ministry Church,Missing Values,NaN,1724.4
36.78586333,-1.312311667,662,Kambi muru,Kibera,Social hall / community centre / resource centre,CBO project Choo na Bafu,Other,N/a,1747.2
36.77959833,-1.314858333,663,Olympic estate,Kibera,Religious facility,CCA church,Missing Values,NaN,1773
36.78481511,-1.31068071,664,Karanja estate,Kibera,Local organization/ NGO office,Center for community development and human Rights,Missing Values,NaN,1737
36.77324049,-1.309009027,665,Kianda,Kibera,Pharmacy / chemist,Centum Kibera,Missing Values,NaN,1757
36.79233222,-1.312152222,666,Mashimoni,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Chavakali Stage,Community group,NaN,1730.166667
36.77305031,-1.31059456,667,Kianda,Kibera,Education Facility,Chema vision children centre,NGO,NaN,1758
36.78897333,-1.312328333,668,Kambi muru,Kibera,Pharmacy / chemist,Chemist,Missing Values,NaN,1730.7
36.78795333,-1.310173333,669,Makongeni,Kibera,Pharmacy / chemist,Chemist,Missing Values,NaN,1749
36.78736167,-1.312076667,670,Kambi muru,Kibera,Pharmacy / chemist,Chemist,Missing Values,NaN,1727.1
36.79080041,-1.311437564,671,Mashimoni,Kibera,Education Facility,Cherry school,Individual (eg business owner),NaN,1701.98806
36.78824333,-1.30595,672,D.C village,Kibera,Local administrative office,Chief's office,Missing Values,NaN,1750.5
36.77800333,-1.315008333,673,Olympic estate,Kibera,Education Facility,Childlife vocational centre,NGO,Childlife,1782
36.78815,-1.306436667,674,D.C village,Kibera,Local administrative office,Children's office,Missing Values,NaN,1749.9
36.79766167,-1.317675,675,Silanga,Kibera,Religious facility,Christ way outreach,Missing Values,NaN,1698.5
36.78067667,-1.30776,676,Toi Market,Kibera,Religious facility,Christian Foundation Fellowship  Church,Missing Values,NaN,1775.5
36.79258825,-1.312612903,677,Mashimoni,Kibera,Religious facility,Christian hope network,Missing Values,NaN,1690.720862
36.79475667,-1.317371667,678,Silanga,Kibera,Religious facility,Christian outrich center,Missing Values,NaN,1703.1
36.78227833,-1.315798333,679,Gatwekera,Kibera,Religious facility,Church G A F,Missing Values,NaN,1760.3
36.79390167,-1.31178,680,Laini saba,Kibera,Religious facility,Church of Bethlehem Matendo R.G,Missing Values,NaN,1717
36.79388983,-1.31414488,681,Lindi,Kibera,Religious facility,Church of GOD prophecy kibera,Missing Values,NaN,1701.098812
36.77781333,-1.317038333,682,Raila,Kibera,Education Facility,Church On The Rock Intl. Academy,Individual (eg business owner),None,1704.2
36.77119807,-1.310011209,683,Kianda,Kibera,Religious facility,Collecting souls for christ international ministries,Missing Values,NaN,1740
36.779635,-1.306755,684,Toi Market,Kibera,Police station,Community  police post,Missing Values,NaN,1777.7
36.77830833,-1.317213333,685,Raila,Kibera,Religious facility,Community Christian Church,Missing Values,NaN,1728.8
36.7756,-1.315835,686,soweto west,Kibera,Police station,Community police post,Missing Values,NaN,1887.1
36.78800167,-1.306838333,687,D.C village,Kibera,Pharmacy / chemist,Confident,Missing Values,NaN,1773.9
36.78258874,-1.31606638,688,Gatwekera,Kibera,Education Facility,Crea Kids Learning Centre,Individual (eg business owner),NaN,1717
36.77658333,-1.312145,689,Olympic estate,Kibera,Local organization/ NGO office,Cubic hope children centre,Missing Values,NaN,1769.9
36.77664426,-1.31212609,690,Kianda,Kibera,Education Facility,Cubic of hope,Individual (eg business owner) NGO,NaN,1754
36.78817944,-1.311493889,691,Lindi,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Darajani,Community group,NaN,1748.533333
36.78802333,-1.310881667,692,Makongeni,Kibera,Religious facility,Darajani Mosque,Missing Values,NaN,1749
36.78626102,-1.31202639,693,Kambi muru,Kibera,Religious facility,Daranjani Assembly Church,Missing Values,NaN,1737
36.78805762,-1.31147388,694,Kambi muru,Kibera,Transport stops (matatus/ boda-boda) - formal & informal,Daranjani Boda Boda Stage,No one,NaN,1715
36.787725,-1.306183333,695,D.C village,Kibera,Police station,DC police post,Missing Values,NaN,1761.3
36.796585,-1.318726667,696,Silanga,Kibera,Religious facility,Deliverance church silanga,Missing Values,NaN,1673.8
36.77366614,-1.31035309,697,Kianda,Kibera,Religious facility,Diet of the word international church,Missing Values,NaN,1745
